index,functions,pair,candidate_TPL,label
45962,"1. Guide through airport process from plane to arrival.
2. Provide contact details for office communication.
3. Show location of arrival orientation.
4. Free download of the app.
5. Available in English, Chinese, Japanese, and Korean.","[""Android BitmapFun"", ""Bolts Base Library""]","[""PDFTron: PDF SDK""]",True
52852,"1. Make transactions in minutes from wherever you are.
2. Open an account without going to a branch.
3. Configure facial recognition for enhanced security.
4. Use voice commands to make transfers and payments.
5. Withdraw money from an ATM using your cell phone.
6. Send money to contacts for withdrawal.
7. Create a digital card for secure online purchases.
8. Use the credit card interest simulator.
9. Access financing plans for credit card payments.
10. Pay for purchases with accumulated points.
11. Access a loan with fixed payments.
12. Transfer and pay with QR Codes.
13. Recharge airtime, change payroll, and make transfers.
14. Protect transaction data and cancel service if lost.
15. Contact customer support for any questions or concerns.","[""Bouncy Castle"", ""Android Support v7""]","[""Google Gson""]",True
30212,"1. Play Fruit Pop - Enjoy a fun fruit slicing game
2. Connect colorful fruits - Match and connect fruits
3. Make fruits explode - Score points by making fruits explode
4. Compete in weekly tournament - Compete with friends in a tournament
5. See fruit explode in 3D - Enjoy colorful 3D fruit explosions
6. Complete fruit popping missions - Earn extra coins by completing missions
7. Unlock fun boosts - Unlock helpful boosts for gameplay
8. Slice fruit chains quickly - Enter FRENZY mode by slicing fruit chains quickly
9. Use powerful bombs - Use bombs for powerful effects
10. Master rainbow fruit - Create huge chains with rainbow fruit","[""Jsonpath"", ""OneSignal Android SDK""]","[""JSON Small and Fast Parser""]",True
48555,"1. Sharpen skates, put on jersey, grab hockey stick
2. Present new era of hockey fun
3. Choose your star team
4. Train players and improve their skills
5. Play with a friend in 2-player mode
6. Use bonuses to gain an advantage
7. Attack with slapshots and body checks
8. Destroy all enemies and reach the top
9. Gain new players and open new arenas
10. Collect famous players and win tournaments","[""Adobe Air FRE"", ""Google Play SDK""]","[""Facebook SDK""]",True
32348,"1. Test your skill in an action-packed game.
2. Control a limitless supply of grenades.
3. Master grenade timing for maximum effectiveness.
4. Unlock six flying creatures in the game.","[""Adobe Air"", ""Google Mobile Services""]","[""Adobe FlashPlayer""]",True
41514,"1. Send greetings during Chinese New Year
2. Strengthen ties between family members
3. Select favorite card and type message
4. Plan or set to get together
5. Capture and personalize moments with frames
6. Take picture with camera function
7. Frame pictures and send as greeting cards
8. Celebrate Chinese New Year joyfully
9. Send well wishes of good health and great fortune
10. Start CNY journey with friends and positive energy
11. Download app for personal and corporate greetings
12. Select card, frame, or quote
13. Personalize Chinese New Year message
14. Send picture message with selected frames
15. Send CNY quotes to strengthen ties
16. Use quotes and frames as wallpaper
17. Post greeting cards to FB wall or status
18. Easy to use app","[""Android BitmapFun"", ""Jsoup""]","[""Revmob""]",True
55374,"1. Access overviews of important places
2. Access content from Wikipedia, Yelp, Foursquare, Quandoo, Booking.com
3. Day planner for trip planning
4. Routing for navigation
5. Maps available online
6. Upgrade to premium content for $1.99
7. Offline download of content, photos, maps, and trips
8. Offline route planning with travel time and distance display
9. Trip planning with day planner and daily route
10. Cloud synchronization on up to 3 devices
11. Ad-free use","[""Chrisjenx Paralloid"", ""Google Mobile Services""]","[""Chrisjenx Calligraphy""]",True
53317,"1. Drive nextgen buses in a massive city environment.
2. Pick up passengers from different stops on highway.
3. Drive passengers into the city streets.
4. Fasten your seatbelt and drive the big passenger bus.
5. Drive on beautiful asphalt roads.
6. Take tourists from bus stop to their destination.
7. Follow traffic signals and avoid traffic violations.
8. Refuel the tank at the gas station.
9. Take the jumbo vehicle to the nearest garage for car service.
10. Drop passengers on time at city highway stops.
11. Drive metro buses and explore the city roads.
12. Watch skyscrapers, shopping malls, and hospitals in the neighborhood.
13. Steer the grand bus into city streets to pick up travelers.
14. Drop school kids on a school bus.
15. Drop tourists to various destinations.
16. Avoid racing madness and road accidents.
17. Download the Grand City Tourist Bus Driver simulation game.","[""Unity3d Advertisement"", ""Leadbolt Ads SDK""]","[""Unity3D""]",True
37367,"1. Find Japanese classes
2. Choose Japanese language course
3. Learn Japanese language skills
4. Improve career with Japanese language training
5. Handle challenges in learning Japanese language
6. Progress to higher Japanese language course levels","[""hamcrest"", ""Facebook SDK""]","[""Twitter4J""]",False
29784,"1. View Hunter's fan collection (200+ designs)
2. Place fan in room scene (upload photos)
3. Adjust fan's placement, size, and color
4. Send image to friends and family
5. Purchase fan within minutes","[""Afollestad Material Dialogs"", ""Google Mobile Services""]","[""MaterialProgressBar""]",True
42458,"1. Local and international news updates
2. Inspiration and motivational content
3. Exclusive gossip and entertainment news
4. Lifestyle tips and advice
5. Relationship advice and tips
6. Sports news and updates
7. Style and fashion trends
8. Wedding planning tips and ideas
9. Music updates and releases
10. Video content for entertainment purposes
11. Celebrity wedding gossip and updates
12. Celebrity radio shows and interviews
13. Event calendar for upcoming events
14. Money-making strategies and tips
15. App creation guide with easy steps
16. Becoming a celebrity guide and tips
17. Music promotion with automatic delivery system
18. Hosting a television or radio show guide","[""Jasonkostempski"", ""SLF4J API Module""]","[""Bolts Base Library""]",True
24590,"1. Download our application now
2. Check our menu
3. Check what you want
4. Call us","[""Android BitmapFun"", ""ksoap2""]","[""PDFTron: PDF SDK""]",True
21352,"1. Tilt left to control character movement left.
2. Tilt right to control character movement right.
3. Swipe up to make the character jump.
4. Swipe down to make the character slide.
5. Enjoy beautiful 3D graphics.
6. Experience the feel of Govardhan Hills.
7. Encounter a river in the game.
8. Explore caves in the game.
9. Overcome various obstacles.
10. Collect power ups to enhance gameplay.
11. Unlock achievements throughout the game.","[""Twitter4J"", ""Bolts Base Library""]","[""SOOMLA Framework for Game""]",True
26828,"1. Collect different heroes with unique abilities
2. Develop strategies and tactics for battles
3. Experience a 2D horizontal turn-based gameplay
4. Enjoy the popular Q-version Japanese manga style
5. Participate in group battles with guild brothers
6. Summon and challenge powerful BOSS enemies
7. Customize your character with gorgeous fashion items
8. Ride cute mounts for added style and speed
9. Explore the mysterious Western Demon Realm
10. Transform heroes into angels or other forms","[""igexin SDK"", ""Google Gson""]","[""igexin Getuiext""]",True
36371,"1. Select team units for game day
2. Auto-scoring of every play in real-time
3. Create and join leagues for free
4. Join anytime without penalty
5. Compete for trophies and prizes all season
6. Efficiency and frequency data for selection advantage
7. Real-time scoring updates during the game
8. Hybrid team of offense, defense, and special teams
9. Earn bonus points each week
10. Compete in the Global League or private leagues
11. Patented point valuation system for scoring
12. Play values from 1 to 3 points
13. Positive and negative play values
14. Statistically defensible to actual game final score
15. Reflects team, unit, and individual performance","[""Castorflex SmoothProgressBar"", ""Android Support v7""]","[""ActionBar PullToRefresh""]",True
46789,"1. Send dromacards by SMS
2. Position and zoom photos in personalized maps
3. Synchronize contacts
4. Take photos within the app
5. Access history of sent cards
6. Modify user account information
7. Fix various bugs","[""Jaxen"", ""Android Support v4""]","[""newrelic""]",True
20044,"1. Produce wonderful photos with HDR effect.
2. Add fun stickers to your photos.
3. Choose from various backgrounds for your photos.
4. Add text to your photos.
5. Apply frames to your photos.
6. Mix multiple icons with frame patterns and photo grids.
7. Share multiple photos at once.
8. Edit and enhance your photos with a strong editor.
9. Create amazing collages with HDR effect.
10. Use animal stickers and filters for your photos.
11. Add cool clip art and beauty frames to your photos.
12. Apply blur effect to your photos.
13. Tone and adjust the image.
14. Make your photos more incredible with this app.
15. Choose from different types of frames.
16. Easily change border colors, backgrounds, and patterns.
17. Rotate and resize photos with simple touch gestures.
18. Add custom color stickers and frames.
19. Apply focus effect to your photos.
20. Share your edited photos to social networks.","[""Wise Shark Studio SDK"", ""Nine Old Androids""]","[""Gradle HockeyApp Plugin""]",True
35991,"1. Get latest information and updates on gymnastics.
2. Access social media links for Port Jefferson Gymnastics.
3. View maps for Port Jefferson Gymnastics location.
4. Watch videos related to gymnastics.
5. Use cool picture frame feature for kids.
6. Stay connected to Port Jefferson Gymnastics.","[""Android BitmapFun"", ""Google Play SDK""]","[""Android Viewpagerindicator Widget""]",True
17029,"1. Create outfit combinations
2. Change skin color
3. Show clothes and accessories
4. Apply items by clicking or dragging
5. Save cover model in style gallery
6. Select makeup items: Suntan, Eyebrow, Eyeliner, Mascara, Lipliner
7. Select dress-up items: Hat, Jewelry, Hair, Gloves, Underwear, Costume, Stocking, Shoes, Decoration
8. Select backgrounds: party background, my background, my face
9. Store cover girl style in gallery","[""Adobe Air"", ""Adobe FlashPlayer""]","[""Milkman plugins""]",True
37204,"1. Risk management solutions for organizations worldwide.
2. Protective services for organizations in various countries.
3. Investigative services for organizations in multiple countries.
4. Consultative solutions for organizations globally.
5. Global reach through partnerships with security firms.
6. Services available in up to 120 different countries.","[""hamcrest"", ""Joanzapata PDFView""]","[""Apache Common""]",True
37356,"1. View menu
2. Locate outlets
3. Access business information","[""Google Tag Manager"", ""AndroidQuery""]","[""Google Analytics""]",True
24582,"1. Explore endless dungeons
2. Fight hordes of monsters
3. Level up your character
4. Hunt for treasure
5. Survive as long as you can
6. Play as 4 different characters
7. Randomly generated dungeons
8. Use unique skills and abilities","[""Twitter"", ""ChartBoost""]","[""Retrofit Restful Library""]",True
46839,"1. Play as a cat chasing a rat.
2. Avoid stepping on dangerous rat poo.
3. Chase the rat for as long as possible.
4. Unlock various power-ups for higher scores.
5. Get knocked-out if you step on poo.","[""Bolts Base Library"", ""Google Mobile Services""]","[""Facebook SDK""]",True
31221,"1. ""STICK"" a TINE tag on anything
2. ""SCAN"" the tag with the TINE app
3. ""RECORD"" a video or audio message
4. Instantly see messages when scanning a tag
5. Get notified when someone scans your tag
6. Add TINE tags to holiday or birthday cards
7. Add TINE tags to a child's storybook
8. Add TINE tags to remote controls for house guests
9. Buy TINE tags at a retail location
10. Order TINE tags from inside the app
11. Contact technical support for assistance","[""Square OkHttp"", ""Nine Old Androids""]","[""OkHttp okio Framework""]",True
12144,"1. Cruise through peaks of various hillsides
2. Deliver luggage on rugged hills
3. Drive a huge transport truck
4. Test your skills on extreme driving challenges
5. Choose your truck, luggage, and environment
6. Enjoy impeccable 3D graphics and mountainous environment","[""JSON Small and Fast Parser"", ""Android Support v4""]","[""Jsonpath""]",True
49699,"1. Martial arts character selection
2. Hilarious gameplay with kuso elements
3. Classic Taiwanese martial arts characters
4. One-finger control for multiple hits
5. Thumbs up gesture for self-praise
6. Showcasing peerless martial arts skills
7. Becoming the best in the world in-game","[""Google Analytics"", ""Bolts Base Library""]","[""Google Tag Manager""]",True
18463,"1. Choose heavy bike of your choice
2. Upgrade your bike and boost power and speed
3. Upgrade engine, nitro, tyres, and reduce weight
4. Choose between American drag and Russian Drag race
5. Race against Pro AI opponents
6. Experience realistic HD graphics
7. Enjoy realistic physics and smooth camera animation
8. Play 3D racing games for free","[""Google Analytics"", ""Twitter4J""]","[""Google Tag Manager""]",True
30399,"1. Watch video of trusted reporters on the scene.
2. Read revealing articles on community events.
3. Plan your day and week with detailed weather reports.
4. Receive live alerts of severe weather conditions.
5. View an interactive radar map for weather tracking.
6. Get optional alerts on breaking news.
7. Save stories for later access at your convenience.","[""Square Wire"", ""Flurry SDK""]","[""ImageViewZoom""]",True
26352,"1. Join the monsters in their adventure.
2. March through the forest and obstacles.
3. Conquer hundreds of levels.
4. Use boosters to reach goals.
5. Discover the forest with the monsters.
6. Have endless hours of fun.
7. Enjoy freeplay.
8. Be entertained.","[""Amazon In-App Purchasing"", ""ChartBoost""]","[""OPFIab Library for Android""]",True
41771,"1. Download the app for free.
2. Get important information for preparing Mexican rice.
3. Learn how to make Mexican rice easily.
4. Access a collection of Mexican rice recipes.
5. Find guidelines for making this side dish.
6. Discover the ingredients needed for Mexican rice.
7. Learn the steps to sautéing the rice.
8. Add water or chicken stock to the rice.
9. Use chopped tomatoes or tomato sauce in the recipe.","[""Android BitmapFun"", ""ksoap2""]","[""ActionBar PullToRefresh""]",True
53676,"1. Fun and challenging puzzle experience for everyone
2. Great for kids' development of reasoning, logic, and math skills
3. Complete video tutorial for new players
4. Grid size defines the numbers you can use
5. Squares outlined by bold lines are called cages
6. Each cage has a target number and math operation
7. Fill each cage with numbers to reach the target
8. Numbers may not be repeated in rows or columns","[""SOOMLA Framework for Game"", ""Google Ads""]","[""Square Otto""]",True
37975,"1. Shooting puzzle game presented by Cybergate
2. Help cute animals swimming along rivers
3. Match 3 to save animals from the river
4. Cute animals in Fantasyland like to play
5. Animals often forget about dangerous waterfall
6. Invite Facebook friends to save the animals","[""JSON Small and Fast Parser"", ""Ad Generation""]","[""Jsonpath""]",True
28639,"1. Multi-player game with chat feature
2. Global leaderboard to showcase your skills
3. Free chip bonus every 30 minutes
4. Daily chip bonus for continuous play","[""cocos2DX"", ""Simple Facebook SDK""]","[""AnySDK Framework""]",True
30941,"1. Build and decorate beautiful islands
2. Play easy-to-use building sim
3. Unlock and build on exotic tourist islands
4. Construct cities, villages, compounds, and metropolis
5. Balance people, jobs, and happiness points
6. Keep citizens happy with decorations and earn pirate chests
7. Earn money and gold from happy citizens
8. Receive quests and feedback from people in your city
9. Decorate your village city with walking paths, rivers, and railroads
10. Play a fun free-to-play tycoon game
11. Enjoy intuitive gameplay with challenging tasks and rewards
12. Complete fun quests to create your own virtual paradise
13. Attract citizens with parks, trees, and community buildings
14. Collect profit from commercial buildings
15. Upgrade your city buildings
16. Unlock transport to new islands
17. Collect XP and level up to unlock new buildings
18. Collect dozens of rewards while playing
19. Expand your city to create more room for buildings
20. Speed up construction and upgrade time
21. Embark on adventures, unlock pirate chests, and complete quests
22. Expand your city over land and sea
23. Play offline and online for many hours of free fun.","[""Facebook SDK"", ""AppLovin SDK""]","[""Bolts Base Library""]",True
50945,"1. Access up-to-date meeting information
2. View session agenda for 2016 meeting
3. Read speaker biographies for sessions
4. Access presentations for each session
5. Participate in surveys related to the meeting
6. Engage in Q&A sessions during the meeting","[""Google Core Libraries (3rd Party)"", ""Android Support v7""]","[""Google Core Libraries for Java 6+""]",True
16003,"1. Discover stories about artifacts, objects, and places.
2. Share stories about artifacts, objects, and places.
3. Attach LizenUp tags to objects for story connection.
4. Take pictures and record stories for objects.
5. Connect stories to objects for easy discovery.
6. Scan LizenUp tags for instant story access.
7. Generate revenue from your own stories.
8. Gain invisible knowledge through others' perspectives.","[""Google Analytics"", ""ZXing ('Zebra Crossing')""]","[""Google Tag Manager""]",True
50862,"1. Manage your airline like a real tycoon
2. Create your fleet from realistic aircraft models
3. Boost airline management by negotiating with other players
4. Optimize airline network with real-time air traffic control
5. Choose from 2600 airports to buy hubs and set up routes
6. Unlock different types of research in the R&D center
7. Customize your airline with available services
8. Acquire airports
9. Buy or rent aircraft and perform maintenance
10. Open new routes and flights with air traffic control
11. Detailed scheduling of flights and fleet in worldwide airports
12. Trade aircraft in real time with other players
13. Choose between simplified or complex fleet management
14. Create and manage your entire fleet strategy
15. Build your empire and dominate the airline world
16. Set your own prices and provide a range of services
17. Control fleet finances with bank loans and accounting
18. Train staff and managers in all airline sectors
19. Unlock fleet bonuses during workshops
20. Analyze daily and fleet schedule for profitability","[""OPFIab Library for Android"", ""Heyzap""]","[""Nokia In-App Payment""]",True
35134,"1. Browse and select products from a wide range.
2. Purchase Joss sticks, Joss papers, and Incense papers.
3. Stay updated with new products and promotions.
4. Provide feedback and make inquiries.
5. Explore a variety of products for selection.
6. Find Joss sticks, Joss papers, and Incense papers.
7. Receive updates on new products and promotions.
8. Share feedback and make inquiries.
9. Discover a range of products for purchase.
10. Shop for Joss sticks, Joss papers, and Incense papers.","[""PayPal"", ""Apache Http""]","[""Credit card scanning for Android apps""]",True
42563,"1. Browse over 240 delicious Asian recipes
2. Find recipes conveniently categorized by dish type
3. Watch video recipes for step-by-step instructions
4. Save favorite recipes for easy reference later
5. Explore a variety of dishes including soup, appetizers, salad, beef & pork, chicken, seafood, vegetarian, rice, dessert, and condiments
6. Save time and effort by finding the perfect Asian recipe
7. No need to flip through cookbooks or magazines
8. Tested and true recipes that won't let you down
9. Quick and easy Asian recipes at your fingertips
10. Limited time offer: Grab the FREE app today!","[""Jasonkostempski"", ""OnBarCode SDK""]","[""Bolts Base Library""]",True
37716,"1. Explore different soccer games
2. Solve puzzle games with images
3. Test your memory with picture finding games
4. Build a house with blocks
5. Play with friends
6. Create and play with your own planes","[""Android BitmapFun"", ""SourceForge ZBar""]","[""Kankan Wheel View""]",True
30990,"1. Brilliant world featuring Devil King as hero
2. Easy gameplay with no need for tutorial
3. Evolve Devil King without any limits
4. Comrades with unique and powerful skills
5. Eliminate Steel Knight for Succession eligibility
6. Collect Devil King's Signets on 100th floor
7. More Devil King's Signets on higher floors
8. Fill up Soul gauge with Soul Stones to evolve
9. Each comrade has powerful skills","[""Unity3d Advertisement"", ""Google Mobile Services""]","[""Unity3D""]",True
42572,"1. Find almost 166 delicious Caribbean recipes.
2. Browse recipes conveniently categorized by dish type.
3. Watch video recipes for step-by-step instructions.
4. Discover brand new recipes every day.
5. Explore recipes for soup & stew.
6. Explore recipes for meat dishes.
7. Explore recipes for poultry dishes.
8. Explore recipes for seafood dishes.
9. Explore recipes for vegetarian dishes.
10. Explore recipes for desserts.
11. Explore recipes for beverages.
12. Explore recipes for condiments.","[""EPublib"", ""ZXing ('Zebra Crossing')""]","[""Android BitmapFun""]",False
24212,"1. Play Go-Stop game with users in real-time
2. Enjoy 3-person Go-Stop mode
3. Compete in a true match with original rules
4. Invite friends and enjoy real-time battles
5. Complete daily quests for rich rewards
6. Experience the pleasure of completing in-game missions
7. Aim for a jackpot through mini-games
8. Receive up to 20 refills and generous bonuses
9. Express emotions with emoticons during gameplay
10. Adjust the speed of your hand
11. Purchase game items for a fee
12. Obtain beads for various activities
13. Check Google account and friend invitation list
14. Check the status value of the device
15. Save and read game installation and data
16. Contact customer support for inquiries","[""Unity3d Advertisement"", ""Google Play SDK""]","[""Unity3D""]",True
26462,"1. Play realistic driving missions in various environments.
2. Drive different types of vehicles, including cars and trucks.
3. Complete challenging levels to earn rewards and unlock new content.
4. Improve your driving skills and become a better driver.
5. Experience realistic graphics and physics for an immersive gameplay.
6. Customize your vehicles with different colors and upgrades.
7. Compete with friends and other players in online multiplayer mode.
8. Earn achievements and climb the leaderboards for bragging rights.","[""Unity3D"", ""Heyzap""]","[""Fmod""]",True
43809,"1. Browse commercial landholdings for sale or rent.
2. Explore private landholdings for sale or rent.
3. Discover HDB landholdings for sale or rent.
4. Find residential landholdings for sale or rent.
5. View images of landholdings and their surroundings.
6. Choose the most suitable landholding for your needs.
7. Follow us on Facebook for new launch updates.
8. Follow us on Twitter for new launch updates.","[""Bolts Base Library"", ""ActionBarSherlock""]","[""Facebook SDK""]",True
16413,"1. Operate Army Cargo Helicopter
2. Manage and control combat support services
3. Load weapons, guns, and armed equipment
4. Deliver cargo to war-ridden areas
5. Pilot the transport aircraft to the warheads
6. Park the vehicle on the parking spot
7. Help defend the kingdom and innocent lives
8. Handle luggage delivery for army truck and tank
9. Maneuver the chopper through shooting bullets and bombings
10. Steer the military helicopter safely to the destination
11. Experience modern war theme with realistic physics
12. Explore real 3D environments with multiple camera views
13. Enjoy realistic military flying and parking simulation
14. Show driving and parking skills in challenging levels
15. Fly modern military helicopters through base camps
16. Complete challenging missions
17. Improve flying skills with realistic Chinook helicopter
18. Provide relief material through rescue helicopter
19. Steer the plane and rescue helicopter in chaos
20. Avoid hurdles while transporting cargo between army base camps
21. Help brave army soldiers in the war zone.","[""OPFIab Library for Android"", ""Unity3d Advertisement""]","[""Supersonic MediationSDK(Abandoned)""]",True
33574,"1. Calendar: Stay up-to-date with TSS events.
2. Notices: Receive important daily notices and alerts.
3. Newsletter: Access the latest newsletters and archives.
4. Map: Find locations within the college easily.
5. Contact: Call and email important college contacts.
6. Photo & Video Gallery: Explore school events and life.
7. Customise: Personalize notices and events based on preferences.","[""Jaxen"", ""Nine Old Androids""]","[""Appcelerator""]",True
25262,"1. Share animated image with friends for help
2. Receive free bombs and hints for difficult levels
3. Word turns red if answered incorrectly
4. Purchase items or earn 4x coins
5. Guess celebrity getting sucked into vortex
6. Spot elephant out of hundred puzzle pieces
7. Identify image and spell word to win
8. Reveal more of the image
9. Bomb away extra letters
10. Hint a letter
11. Ask for help by sending animated image
12. Receive level skips for free
13. Play through over 600 animated images
14. Guess all of the words
15. Trivia from various categories
16. Quick, easy, and fun gameplay
17. Play alone or with a group
18. No registration required","[""Amazon Auth SDK"", ""ChartBoost""]","[""AWS Java SDK For AWS Performance Insights""]",True
28838,"1. Race through strange treks
2. Use dummies instead of darts
3. Aim carefully to earn points
4. Avoid accidents while crashing
5. Reach the top of tournament table
6. Earn points to unlock new treks
7. Buy new racing cars with points
8. Be the driver at racing competition
9. Achieve maximum points to win
10. Unusual combination of racing and darts
11. Test your skills with unlockable treks
12. Enjoy different cars for your pleasure
13. Experience smooth and easy controls","[""Unity3d Advertisement"", ""Android Support v4""]","[""Unity3D""]",True
32031,"1. Data collection in real-time mode
2. Sending photos and videos from work scene
3. Georeferencing files to show shot locations
4. Receiving tasks and monitoring work process
5. Prompt task setting for increased efficiency
6. Access to corporate maps
7. Working with information layers on maps
8. Offline maps and information layers
9. Access to the app with ActiveMap GS program","[""Fasterxml"", ""JSON In Java""]","[""J256""]",True
48136,"1. Get detailed information about exhibits or museum.
2. Receive video, audio, photos, and text about exhibits.
3. Share emotions about exhibits on social networks.
4. Access interesting information in private account.
5. Reduce cost of Internet traffic for downloading app.
6. Reduce cost of Internet traffic for downloading content.
7. Use special device ""Smart Museum"" for reduced Internet traffic.
8. See museum location on map.
9. Learn museum opening hours.
10. Learn about exhibits outside the museum.","[""OPFIab Library for Android"", ""Apache Http""]","[""Google Gson""]",True
19009,"1. Catch monsters to save candies
2. Switch and match monsters strategically
3. Collect required monsters before running out of moves
4. Special rewards for completing levels
5. Log in with Facebook to interact with friends
6. Share progress with friends everyday
7. Over 200 puzzling levels to play
8. Magic Boosters and extra free moves available
9. Attractive gameplay with tempting images
10. Adorable soundtrack enhances the gaming experience
11. Simple, fun, and addictive gameplay
12. Completely free to play","[""Facebook SDK"", ""Immersion's Haptic SDK For Android""]","[""Bolts Base Library""]",True
12445,"1. Transform into a quest of adventure
2. Perform a variety of tasks
3. Show that you are a real monster hunter
4. Find secret treasure with the magic compass
5. Leave adventures anywhere to start
6. Create a fun route
7. Choose cool jobs
8. Get a funny price
9. Make a unique quest in five minutes
10. Turn Troovie into an insane adventure","[""JavaX Mail API"", ""Twitter4J""]","[""Sun Mail""]",True
54808,"1. Shoot bells to earn points.
2. Aim and fire at moving targets.
3. Collect power-ups for special abilities.
4. Compete for high scores with friends.
5. Unlock new levels and challenges.
6. Enjoy festive Christmas-themed graphics and sounds.
7. Track your progress with a score counter.
8. Share your achievements on social media.","[""Bolts Base Library"", ""Google Mobile Services""]","[""Facebook SDK""]",True
23686,"- Pronunciation by a native speaker
- Most effective method
- Colour memory pictures
- Native index translation
- Skill button to test ability
- Most commonly used verbs
- Perfect for all age groups
- For beginners to advanced
- Will stimulate your memory
- Very easy to use
- Award winning brand","[""Appcelerator"", ""Google Play SDK""]","[""Nine Old Androids""]",True
44596,"1. Check updated snow conditions
2. View trail reports
3. Access trail maps
4. Browse resort information
5. Collect digital pins to track ski history
6. Share pins with friends on social media
7. Build on-snow profile for gear preferences
8. Explore trivia tidbits about skiing culture
9. Receive information and offers from sponsors (future plan)","[""OCTO Robospice"", ""Google Ads""]","[""Nine Old Androids""]",True
23553,"1. View schedule of events
2. Explore exhibitor list and map
3. Purchase tickets for the convention
4. Create a personalized schedule of events
5. Receive notifications for important updates
6. Access information about special guests
7. Participate in interactive panels and workshops
8. Connect with other attendees through social media","[""Layer SDK"", ""Retrofit Restful Library""]","[""PhotoView""]",True
41022,"1. Get natural facial tips for a fresh face.
2. Enhance your natural beauty with these tips.
3. Download and install the app for the best tips.
4. Learn how to make your face look great.
5. Improve your self-confidence with glowing skin.
6. Avoid products with harmful chemicals for your skin.
7. Prevent early signs of aging with natural tips.","[""EPublib"", ""Kxml2""]","[""Jasonkostempski""]",True
38791,"1. Test police driving skills against fellow officers
2. Catch criminals in a fast police car
3. Experience stunning HD graphics
4. Drive in day or night settings
5. Explore free world drive mode in police car simulator
6. Engage in police car racing","[""Fmod"", ""Google Ads""]","[""Unity3D""]",True
24962,"1. Match food to eliminate zombies
2. Create army of humans to fight zombies
3. Interactive gameplay for engaging experience
4. Game bonuses for added excitement
5. Leaderboards to compete with other players
6. Social media sharing to share achievements
7. Unlock amazing new characters to play with
8. Over 80 hand-built levels with different challenges","[""OPFIab Library for Android"", ""Google Mobile Services""]","[""Nokia In-App Payment""]",True
35666,"1. Youth sports league offering basketball, soccer, cheerleading
2. Summer day camps for kids
3. Basketball camps for youth athletes
4. Sports clinics for skill development
5. Developmental skills training for young athletes","[""Simonvt MenuDrawer"", ""Google Mobile Services""]","[""ZXing ('Zebra Crossing')""]",True
24794,"1. Perform assassination missions with precision.
2. Rescue hostages in intense stealth missions.
3. Customize gameplay with pistols, rifles, and shotguns.
4. Experience stunning 3D graphics and realistic sound effects.
5. Plan your approach and avoid detection.
6. Use surroundings to hide and create distractions.
7. Earn rewards and upgrade weapons and gear.
8. Unlock new missions and challenges.
9. Compete against other players on the global leaderboard.
10. Engage in Campaign, PvP, and Special Ops modes.
11. User-friendly interface and intuitive touch controls.","[""Unity3d Advertisement"", ""Android Support v4""]","[""Unity3D""]",True
52310,"1. Play 12 exciting and addictive Trump mini-games
2. Tap, swipe, rotate, and follow the line
3. Flick to safely escape silly ways to die
4. Hit Mr. Trump in dumb ways
5. Knock him out before he knocks you out
6. Try to stay alive and get the highest score","[""Vungle's Android SDK"", ""Google Ads""]","[""Square Dagger""]",True
20298,"1. Access conference materials on smart phones and tablets.
2. View speaker information for upcoming events.
3. Get presentation details for each conference session.
4. Receive real-time interaction with live questions and surveys.
5. Upload photos of the actual event.
6. Stay updated with dynamic information about the event.","[""Crashlytics"", ""SQLCipher""]","[""Fabric""]",True
37568,"1. Streamline business operations with technology
2. Access work securely from anywhere, anytime, any device
3. Save time and money with Google Apps
4. Collaborate faster with Google Apps
5. Retain staff and customers with technology solutions
6. Run your business efficiently with Google Apps","[""Bolts Base Library"", ""Google Analytics""]","[""Facebook SDK""]",True
34322,"1. Guess the names of mosques and their locations.
2. Test your mind, memory, and perception skills.
3. More mosques added as users download the app.
4. 20 exciting levels of trivia questions.
5. Optimized for mobiles and tablets.
6. Each quiz question explained with correct answers.
7. Randomized questions for more interest.
8. No cues, must guess correctly or lose points.
9. Cloud save to continue game on different devices.
10. Detailed statistics to track progress.
11. New leaderboard to compare scores with friends.
12. Learn more about mosques after guessing correctly.
13. Challenge friends to see who knows more logos.
14. Can act as an IQ test or personality quiz.
15. Equipped with quiz questions and answers.
16. Fun app to test memory while enjoying pictures.
17. Stay updated for new quiz apps.","[""Jasonkostempski"", ""Kankan Wheel View""]","[""Google APDFViewer""]",True
30006,"1. Puzzle game with simple rules
2. Turn, stack, and lead with puzzles
3. Support Pico to climb the highest level
4. Compete with friends based on high score
5. High-difficulty unexplored dungeon ""Infinite Stairs""
6. Challenge the unimaginable top of the ""Infinite Stairway""
7. Pico's ""first adventure""
8. Stack various blocks to form a staircase
9. Pico automatically walks left and right on stacked blocks
10. Aim for the upper floor one step at a time
11. Bombs that destroy blocks within a certain range
12. Get out of the pinch by destroying blocks
13. Fruits increase score and disappear stacked blocks
14. Dragon's Breath skill clears stacked blocks above Pico's level","[""Apache Http"", ""Ad Generation""]","[""Apache James Mail Enterprise Serve""]",True
46905,"1. Browse and read free biweekly publications.
2. Choose from 25 thematic magazine topics.
3. Access magazines on baby-mom, gastro, health-lifestyle, etc.
4. Stay updated with entertainment and fashion news.
5. Explore technology and environmental protection articles.
6. Discover content on culture, economy, and pets.
7. Get inspired by interior design and travel magazines.
8. Receive at least one fresh magazine every day.","[""Roboguice"", ""Spring Framework""]","[""DroidParts""]",True
