Index,Functions extracted by manual,Functions extracted by ChatGPT,App Description
48518,"1. Create your own idol group with Judy.  
2. Decorate the idol.  
3. Take photos.  
4. Participate in fashion queen contest.  
5. Practice dance.  
6. Perform on stage.  
7. Create cartoon.","1. Create your own idol group.  
2. Customize idol personalities.  
3. Decorate the idol.  
4. Take photos of the idol.  
5. Participate in the fashion queen contest.  
6. Practice dance for stage performances.  
7. Create custom cartoons.","Fashion Judy: Red-carpet style 1.490 APK description
http://m.kiniwini.com New games are released every Thursday.
Create your own idol group with Judy!
Pretty girl group personality, a talented solo artist, I can make it as you like to fancy idol duo.
Beautifully decorate the idol. And please take photos.
Showing off my fashion sense in the fashion queen contest, see this week's fashion is queen!
If you are eager to be the practice of dance, it is possible to be a performance on the stage.
You can also create their own cartoon fun and easy with cartoon feature!
Please start right now!"
48644,"1. Play the game  
2. Hatch dinosaur eggs  
3. Collect dinosaur eggs  
4. Hunt for clues  
5. Reveal dinosaur secrets","1. Hatch dinosaur eggs  
2. Collect dinosaur eggs  
3. Hunt for clues  
4. Reveal secrets about tyrannosaurs","Tyrannosaurs
Massive skulls, powerful jaws, two heavy-duty legs and two teeny-tiny arms. And don’t forget the large, bone-crunching teeth. Most of us picture all tyrannosaurs like the iconic T. rex. But is this true?
 
Tyrannosaurs were, in fact, a very diverse group of meat-eating dinosaurs that thrived in the Northern Hemisphere for over 100 million years during the Jurassic and Cretaceous Periods (from 165 to 66 million years ago). Eventually, some of this group became the world’s top predators. Only a mass extinction event halted their dominance.
 
Play the game
Hatch your dinosaur eggs and collect them all!
Hunt for clues and reveal the secret behind the formidable dinosaurs that make up the tyrannosaurs group.
 
Created by the Australian Museum and Eye Candy"
48730,"1. Arcade gameplay  
2. Retro-style vector graphics  
3. Debris physics  
4. Particle effects  
5. Ship customization  
6. Boss battles  
7. Shoot down enemy ships  
8. Random map generation  
9. Google Play Achievements  
10. Leaderboards","1. Fast-paced, arcade gameplay with challenging mechanics  
2. Retro-style vector graphics  
3. Debris physics and particle effects  
4. Player ship customization  
5. Boss battles  
6. Hordes of enemy ships to shoot down  
7. Random map generation  
8. Google Play Achievements and Leaderboards","Blast your way through tons of space debris and hordes of challenging enemies in this fast paced retro-styled arcade game. Upgrade your ship to get the highest possible score and challenge your friends.

Features:
- Fast-paced, arcade gameplay with lots of challenging mechanics
- Retro-style vector graphics
- Debris physics and particle effects
- Player ship customization
- Boss battles
- Hordes of enemy ships to shoot down
- Random map generation makes the game feel unique on each playthrough
- Google Play Achievements and Leaderboards"
48832,"1. Control a huge spider.  
2. Fight villager, dwarf, barbarian, goblin, zombie, troll and ogre.  
3. Console quality environment and models.  
4. 75 easy to hard missions.  
5. Smart enemies.  
6. Realistic animations and effects.","1. Control a large spider in a simulation game.  
2. Engage in battles with villagers, dwarves, barbarians, goblins, zombies, trolls, and ogres.  
3. Complete 75 missions of varying difficulty levels.  
4. Face smart enemy AI.  
5. Experience realistic animations and effects.","Control a spider! Darkness Spider Sim 3D is a simulation game with high quality graphics!
Fight to villager, dwarf, barbarian, goblin, zombie, troll and ogre.

- Console quality environment and models.
- Control a huge spider.
- 75 easy to hard missions.
- Smart enemies.
- Realistic animations and effects.
- Villager man, woman, monk, dwarf, barbarian, goblin, troll, zombie, ogre and more!"
48930,"1. Play for the legendary mob Ghast  
2. Circling the obstacles  
3. Earning points  
4. Spewing hellfire Ghast  
5. Compete with friends online  
6. Share results in the tweeter  
7. Simple, one-touch controls","1. Play the game Flappy Ghast.  
2. Circle obstacles in the game.  
3. Earn points in the game.  
4. Spew hellfire in the game.  
5. Compete with friends online.  
6. Share game results on Twitter.","One of the most recognizable and popular games in the adventure genre - Flappy Ghast. You will fall opportunity to play for the legendary mob Ghast, circling the obstacles, earning points. In the game you will not be able to build a house or to craft items, but you can spewing hellfire Ghast. Compete with your friends and share the results in the tweeter. Start playing right now and completely free download a new version of the game!
So what makes our game the best?
- beautiful pixel graphic;
- optimized for android 2.0+;
- simple, one-touch controls;
- a great combination of two cultist games;
- compete with your friends online"
49297,"1. Submit reading time(s).  
2. Access recommended reading lists.  
3. View book trailers.  
4. Submit book reviews.  
5. Access OverDrive eBook collection.  
6. Connect to Rutgers Prep Websites.","1. Submit reading times for school reading incentive programs.  
2. Access recommended reading lists.  
3. Watch book trailers.  
4. Submit book reviews.  
5. Access the RPS Library’s OverDrive eBook collection.  
6. Connect to Rutgers Preparatory School’s websites and databases.","RPS Reading Club 2.0 APK description
The RPS Reading Club app makes logging reading time easier. It offers a paperless way for RPS students to submit their reading times for school reading incentive programs. The app also offers recommended reading lists, book trailers and the opportunity for readers to submit book reviews. Now there is an easier and more convenient way to participate in RPS Reading Clubs.

Key features of the app include:
Reading Club Log: This function allows users to submit reading time(s).
RPS Reading Club latest version


Recommendations: Readers can use the recommendation lists to help users find authors, books or apps. They may also use hyperlinks to find out more about some of the recommended books. Readers may also refer to the “Useful Web Sites” to see more book reviews, recommendations and ratings.

Write a Book Review: Readers may submit book reviews to let us about books that they liked and ones that they didn’t.

OverDrive eBooks: Users may access the RPS Library’s OverDrive eBook collection.

Rutgers Prep Websites: Users can connect to the Rutgers Preparatory School’s Library and Database web sites as well as the school’s home page."
49576,"1. Play 50 games in ONE app.  
2. Access indie games collection.  
3. Choose games by category.  
4. Explore arcade, action, sports, cooking games.  
5. Play logic, card, puzzle, ninja games.  
6. Get a growing bundle pack.  
7. Support indie game development.","1. Play arcade games.  
2. Play action games.  
3. Play sports games.  
4. Play cooking games.  
5. Play logic games.  
6. Play card games.  
7. Play puzzle games.  
8. Play ninja games.  
9. Support indie game development.","Download now and get an incredible collection 50 games in ONE app! These aren't just any games.. they are INDIE games! Choose between dozens of games ranging from arcade, action, sports, cooking, logic, card, puzzle, ninjas and more! This is a growing bundle pack that means more games will be added! Eventually this game pack will explode!!

You won't regret it, this is absolutely the best bundle of indie apps you can get! 50 games! I repeat FIFTY indie games! Download this game to help support the development of other games made by indies!"
49760,"1. Make delicious coffee  
2. Make donuts  
3. Serve customers  
4. Sweet, Icy and Creamy Cakes  
5. Creativity skills for little boys and girls  
6. Different add on item","1. Make delicious coffee and donuts.  
2. Serve customers in a coffee shop.  
3. Create sweet, icy, and creamy cakes.  
4. Enhance creativity skills for children.  
5. Provide different add-on items for kids.","My Coffee Shop 3.0.1 APK description
Its time to open your Coffee Shop in town hey kids and girl are you
ready to make some delicious coffee and donuts in your coffee shop and
serve you customers ! My Coffee Shop is the right choice and yeah its
totally free.
✔Kids game for 2 year old to 7 year old
Features
• Sweet, Icy and Creamy Cakes
• Creativity skills for little boys and girls
• Different add on item to bring an extra delight for kids
My Coffee Shop - Copyright © Games4Free 2015"
50022,"1. Change lanes by touching the screen.  
2. Dodge upcoming traffic.  
3. Score points in racing.  
4. Race against high-speed traffic.  
5. Overtake cars and other vehicles.  
6. Select different types of vehicles.  
7. Play with cars, racing cars, truck, rickshaw, van.  
8. Enjoy highway racing with rickshaw or truck.  
9. Race in one-way and two-way modes.  
10. Play in time attack mode.  
11. Drive in free ride mode.","1. Change lanes by touching the screen.  
2. Dodge upcoming traffic to score.  
3. Race at high speed.  
4. Drive against traffic.  
5. Overtake cars and other vehicles.  
6. Select different types of vehicles (cars, racing cars, truck, rickshaw, van).  
7. Race with rickshaw or truck on highway.  
8. Play in modes like Time Attack or Free Ride.","Speed Traffic Racer
Speed Traffic Racer is an endless racing game with fluid and easy game mechanics. You simply touch the screen to change your lane. Try to dodge upcoming traffic to score as much as you can. Speed Traffic Racer will be your next-gen endless driving game for quick entertainment. Race at high speed , drive against traffic and overtake cars and other vehicles. Now you have an option to select different type of vehicles cars , racing cars , truck , rikshaw and van. This is the special racing game have rickshaw or truck on highway for racing . You have played many racing games with only cars but this Need for the modern traffic racer provides more fun for the truck and rickshaw lovers. One of the best freeway traffic racing games. Enjoy the game as city traffic racer because this is the best in spotlight game in cars. Feel the Fever in One Way and Two Way, rush a quick game in Time Attack or drive calmly in Free Ride."
50091,"1. Aim and smash the apple, pumpkin & ghosts.  
2. Be accurate while shooting.  
3. Test accuracy in expert levels.  
4. Move left & right to shoot targets.  
5. Shoot to win.  
6. Enjoy halloween game for free.","1. Aim and smash apples, pumpkins, and ghosts.  
2. Test accuracy while shooting.  
3. Move left and right to shoot targets.  
4. Win by shooting.  
5. Enjoy Halloween game for free.","Apple Shooter Halloween: A new apple blast game with classical and unique action game play. You can enjoy the various shooting locations and challenging gameplay while playing this action game.

Have an unlimited fun, enjoy playing the Apple shooter game with some expert levels, which would be highly challenging. Starting levels are easy to play but gradually the game will become difficult to play. Highly recommended for fun loving shooter and those who are looking for real shooting game for free.

How to Play:

- Aim and smash the apple, pumpkin & ghosts
- Be accurate while shooting
- Accuracy will be tested in expert levels
- Move left & right to shoot more halloween targets
- Shoot to win
- Enjoy halloween game for free"
50209,"Provide authentic gaming experience.  
Experience slots, table games, and virtual games.  
Access account information.  
Update on special offers.  
Find promotions.  
Find directions.  
Find restaurant options.","1. Experience online social games.  
2. Play slots, table games, and virtual games.  
3. Access account information as a Rush Rewards member.  
4. Get updates on special offers.  
5. Find promotions, directions, and restaurant options.","The fun and entertainment never stops at Rivers Casino Pittsburgh. With our free casino app you get an authentic gaming experience wherever you are, any time of the day!

Download the casino app today and discover the best online social games at your fingertips. The Casino4Fun lets you experience favorites such slots, table games and virtual games.

Become a Rush Rewards member and get instant access to your account information. What's more, our casino app will keep you updated on the latest special offers and help in finding promotions, directions, restaurant options, and more!

Please note that the Rivers Casino Pittsburgh free casino app is for entertainment purposes only. By downloading the application you accept that no prizes or other items of value can or will be awarded based on play.

• The games are intended for an adult audience.
• The games do not offer ""real money gambling"" or an opportunity to win real money or prizes.
• Practice or success at social casino gaming does not imply future success at ""real money gambling."
50482,"1. Drive gangster cars  
2. Conduct criminal games  
3. Take part in missions  
4. Handle guns and ammo  
5. Manage real estate  
6. Engage in business  
7. Rule the crime empire  
8. Train skills  
9. Expand real estate  
10. Succeed in missions","1. Drive gangster cars through streets of crime.  
2. Conduct business and manage real estate.  
3. Play criminal games as a crime city driver.  
4. Rule the crime empire as a mafia mobster.  
5. Handle guns and ammo as a mafia boss.  
6. Succeed in missions with gangster cars.  
7. Train skills to win in criminal games.  
8. Expand real estate as a successful businessman.","Are you ready for Rome Empire Crime City Car 3D? It’s epic and one of the most amazing car thief experiences you’ve ever had. This streets of crime simulator game includes every crazy gangster car you can imagine in this Rome empire of mafia. Do business and take care of your real estate, play criminal games like a real crime city driver. Rule the crime empire like a mafia mobster king in an insane car 3D!

Are you ready to become a don in Rome? Driving through the streets of crime will bring you in epic adventures and really crazy and dangerous situations. Handle your guns and ammo as a mafia boss, be the car thief that the whole city is afraid of. Drive your gangster car through the streets of crime and succeed in missions. Criminal games can be hard to win, but that’s why you have to train your skills and expand your real estate like a successful business man. The crime empire will grow with you. No-one can overcome your gangster car because that vehicle is simply too good. Godlike!"
50722,"1. Match 3 identical jewels to eliminate them  
2. Match more jewels for multiple points  
3. Share your Score on Leaderboards  
4. Endless Mode  
5. 200 Challenge Levels  
6. Jewel Bombs  
7. Move Hints  
8. Slide to Move","1. Swap jewels to match 3 or more
2. Create waves of excitement
3. Compete on the Leaderboard Champion
4. Enjoy Endless stress-free Matching Level
5. Match 3 identical jewels to eliminate them
6. Match more jewels for multiple points
7. Share score on Leaderboards
8. Play Endless Mode
9. Complete 200 Challenge Levels
10. Use Jewel Bombs
11. Get Move Hints
12. Slide to Move","The new Match-3 Jewels puzzle game with addictive gameplay.  Swap jewels to match 3 or more and create waves of excitement in this fun and delicious puzzle game.  Become the 3 Jewels Leaderboard Champion or simply enjoy the Endless stress free Matching Level.

How to Play:

- Match 3 identical jewels to eliminate them
- Match more jewels for multiple points


Features:

-Share your Score on Leaderboards
-Endless Mode
-200 Challenge Levels
-Jewel Bombs
-Move Hints
-Slide to Move
-No In App Purchases"
50966,"1. Multiple difficulty levels  
2. Achievements  
3. Many different categories  
4. Easy to use hints  
5. Expert mode","1. Search for hidden objects in puzzles.  
2. Play with multiple difficulty levels.  
3. Unlock achievements.  
4. Explore many different categories.  
5. Use easy-to-access hints.  
6. Challenge with expert mode.","This hidden objects puzzle game will have you searching high and low for all the objects that you KNOW are there, if only you could pick them out! Infinite Hidden Objects has many hidden object categories of wildly different image styles to keep you entertained. With 8 levels in each category, and 3 difficulty levels per level, you can find hours of entertainment!

Plus, Infinite Hidden Objects is FREE to play! Enjoy a virtually unlimited amount of Hidden Objects Puzzles!

Infinite Objects features:
--* Multiple difficulty levels!
--* ACHIEVEMENTS!!
--* Many different categories!
--* Easy to use hints!
--* Want a challenge? Try Expert mode!"
51014,"1. Adorn photos and images with frames.
2. Select a photo from gallery.
3. Take a picture with camera phone.
4. Choose from a variety of frames.
5. Adjust picture to the screen with gestures.
6. Share via WhatsApp, Line, Facebook.
7. Share via Twitter, email, social networking.","1. Adorn photos with photo frames.  
2. Select photos from gallery or use camera.  
3. Choose from a variety of frames.  
4. Adjust photos to fit the screen.  
5. Share photos via WhatsApp, Line, Facebook, Twitter, email, and social networks.","Romantic Flowers Photo Frames 31.1 APK description
Romantic Flowers Photo Frames

Adorn your photos and images with the best photo frames, will create unforgettable scenes of your children, wives, husbands, friends etc...

OPTIONS:
- Select a photo gallery or take a picture with the camera phone.
- A great variety of frames to choose from.
- Touch the screen and adjusts your picture to the screen with a few simple gestures.
- Option to share via WhatsApp, Line, Facebook, Twitter, email and social networking compratir.
- Easy and intuitive.


Note:
This application contains advertising."
51453,"1. Touch and Drag Gameplay  
2. Zoom to view target closely  
3. Tap to kill zombies","1. Touch and drag gameplay  
2. Zoom to view target closely  
3. Tap to kill zombies","Zombies are in the city! Kill them all.

A deadly virus has spread and infected many individuals. They have turned into zombies and are trying to eat the humans. Your job is to kill them all.

Kill all the zombies before they bite and kill any human.


HOW TO PLAY
- Simply Touch and Drag Gameplay
- Zoom to view your target more closely.
- Tap to kill all the zombies.


Note: This game may contain In-app purchases and may also contain third-party ads that may redirect you to a third-party site.

Thanks for your support and keep playing our games!"
51608,"1. Smash with Rage Mode  
2. Customise your hero  
3. Perfect tap and swipe controls  
4. Explosive action  
5. Amazing upgrades and boosters  
6. Challenge your friends  
7. Endless running  
8. Jumping  
9. Dodging","1. Smash with Rage Mode to boost score.  
2. Customise your hero.  
3. Perfect tap and swipe controls.  
4. Explosive action.  
5. Amazing upgrades and boosters.  
6. Challenge your friends.  
7. Endless running, jumping, and dodging.","Run, dodge, jump and smash in Rhinbo: a fun, rhino-rocking runner game from the makers of Fruit Bump and Jewel Mash.

Welcome to the colourful concrete jungle known as Big Bad City! Help Rhinbo escape the Big Bad Police Department in this fast-paced smash-hit endless runner game!

FEATURES:

Smash with Rage Mode to boost your score!
Colourful HD graphics!
Customise your hero!
Perfect tap and swipe controls!
Explosive action!
Amazing upgrades and boosters!
Challenge your friends!
Endless running, jumping and dodging!

We hope you enjoy playing Rhinbo as much as all of us at Twimler enjoyed making it!"
51796,"1. Differentiate between fruits and vegetables.  
2. Drag fruits and vegetables into baskets.  
3. Score +2 for correct drag.  
4. Score -2 for wrong drag.  
5. Avoid bombs landing into baskets.  
6. Leaderboard.  
7. Facebook share.","1. Differentiate between fruits and vegetables.
2. Drag fruits and vegetables into baskets.
3. Avoid dragging bombs into baskets.
4. View leaderboard.
5. Share on Facebook.","FRU is a game which you’ll definitely enjoy as it is simple to play where you just have to differentiate between fruits and vegetables. Sounds easy right? Yes it is but with a little twist, here you’ll have 2 baskets, one for fruits and one for vegetables, fruits and vegetables will keep on popping up on your screen and you have to drag them into the basket, dragging the element into the wrong basket will give you -2 whereas for the correct drag, you’ll get +2.


The second twist is that along with the fruits, bombs will also pop up on your screen and you have to make it very sure that the bomb does not land into the basket.


If it does, then the game gets over. So it’s a game of concentration, the moment you lose your concentration, the moment you’ll lose the game.


Additions:
- Leaderboard
- Facebook share
- Bugfixes"
52069,"1. Tour to explore the museum’s buildings history and architecture  
2. Tour to discover fresh perspectives on the permanent collection  
3. Meditative audio guide: The Route of Wellbeing  
4. Art Restoration at the Museum  
5. Recommendations from curator in current exhibition  
6. Latvian, English and Ukrainian languages","1. Explore museum's building history and architecture  
2. Discover fresh perspectives on the permanent collection  
3. Meditative audio guide: The Route of Wellbeing  
4. Learn about art restoration at the museum  
5. Receive curator recommendations for current exhibitions  
6. Access content in Latvian, English, and Ukrainian languages","Latvian National Museum of Art offers the easiest way to explore classic highlights, and discover fresh perspectives on the permanent collection and discover the museum's unique architecture of the building. 

Application involves into an exciting story, revealing the details and nuances. Routes are enriched with audio guides of art works. The LNMM app is designed to be simple, delightful and easy to use over and over. 
 
Features: 
• Tour to explore the museum’s buildings history and architecture  
• Tour to discover fresh perspectives on the permanent collection  
• Meditative audio guide: The Route of Wellbeing
• Art Restoration at the Museum
• Recommendations from curator in current exhibition 
• Latvian, English and Ukrainian languages 

Application has been created with the support of Baltic International Bank."
52076,"1. Express themselves as artists.  
2. Explore art, music, and visual culture.  
3. Connect with passionate musicians and artists.  
4. Showcase music and art innovatively.  
5. Create, collaborate, and connect globally.","1. Explore art and music through a blog
2. Create, collaborate, and connect with artists
3. Highlight a community of musicians inspired by art
4. Showcase music and art in creative ways","Founded in 2012 as an event idea, we have now extended our concept to include a blog, record label, and social platform for artists to express themselves. With community being a big part of our vision, we seek artists from all artistic backgrounds who share an open-mindedness for new experiences.Our blog explores art, music, as well as other aspects of today’s visual culture. In essence, our content borrows from the ideas behind “synesthesia,” a condition in which one type of stimulation evokes the sensation of another, as when the hearing of a sound produces the visualization of a color. People experience different emotions or obtain different perspectives when looking at art or hearing music. We think the two are very much correlated and tend to believe we are all influenced, in some way, by either art or music in our daily lives.The Galerie Project label highlights a community of musicians inspired by the world of art. We connect with those who are passionate about craft and artistry above all else. Our goal is to showcase both music and art in creative and innovative ways.More than a project and more than a platform, Galerie Project brings together artists from across the globe to create, collaborate and connect."
52279,"1. Share ride service  
2. Ride for a price similar to public transit  
3. Know price, pickup time, and dropoff window before booking  
4. Pickup points in safe locations  
5. Extensively interviewed and background-checked drivers","1. Shared ride service.  
2. Know the price before booking.  
3. Know pickup time before booking.  
4. Know dropoff window before booking.  
5. Hand-picked safe pickup points.  
6. Extensively background-checked drivers.","Split is DC’s most affordable and efficient shared ride service!
3 reasons to Split today:
1. Save your pennies. Ride for a price similar to public transit. Plus, we never have surge pricing!
2. No surprises. You'll know the price, pickup time, and dropoff window before you even book the ride. Sweet!
3. Ride confidently. Every pickup point in our system has been hand-picked in a safe location. Plus, all of our drivers have been extensively interviewed and background-checked, so we know they are the best of the best."
52431,"1. Learn the alphabet with a teaching module.  
2. Play a simple game to exercise learned content.  
3. Recognize and memorize alphabet letters with Frida the macaw.  
4. Play a game to choose letters from options.  
5. Fill up a cup with fruit for correct answers.  
6. Explore a vocabulary module with 3D carrousel.  
7. View interactive cards with words and pronunciation.  
8. Change card content to see letters only.","1. Learn the alphabet with a teaching module.  
2. Play a game to reinforce alphabet learning.  
3. Interact with a 3D carousel for vocabulary practice.  
4. Recognize and memorize letters of the alphabet.  
5. Choose correct letters in a gaming module.  
6. Change content in interactive vocabulary cards.","Fun and educational game for young children, it comes with a teaching module which is a practical way to learn the alphabet; furthermore, it has a simple game where the child will exercise everything learned in the module mentioned before.

We have a new module, ""the vocabulary""!

1) Learning module:
Listen carefully to Frida the macaw in order to recognize and memorize each of the letters of the alphabet which she will be showing you.

2) Gaming module:
The macaw will mention a letter and you will have to choose it on the options available. If your answer is correct, you will help her fill up a cup with fruit.

3) Vocabulary module:
This module has a 3D carrousel with 27 interactive cards with the words and their pronunciation which were used in the learning module. You can change the content in the cards in order to see the letters only.


Recommended for the family and their children.

Enjoy!


This game is endorsed by SEP and CONAFE."
53110,"1. Dress up Princess Selena.
2. Download the app.","1. Download and install Dress Up Princess Selena.  
2. Run Dress Up Princess Selena on android devices.  
3. Use popular android emulators to run Dress Up Princess Selena.","Dress Up Princess Selena content rating is Rated for 3+. This app is listed in Entertainment category of app store and has been developed by http://www.codore.com. You could visit Codore's website to know more about the company/developer who developed this. Dress Up Princess Selena can be downloaded and installed on android devices supporting 16 api and above.. Download the app using your favorite browser and click on install to install the app. Please note that we provide original and pure apk file and provide faster download speed than Dress Up Princess Selena apk mirrors. Versions of this app apk available with us: 3.8 , 3.6 . You could also download apk of Dress Up Princess Selena and run it using popular android emulators."
53230,"1. Race against time  
2. Grab diamonds  
3. Hill racing run  
4. Perform dirt bike upgrades  
5. Use rocket boost power-ups  
6. Fly motorcycle through skies  
7. Track high scores with Game Center","1. Race against time in challenging levels.  
2. Collect diamonds during hill racing.  
3. Upgrade dirt bike with 10 different options.  
4. Use rocket boost power-ups for flight.  
5. Compete for high scores via Game Center.","Death Race Moto 3D 1.0 APK description
The Grim Reaper is hot on your trail! It's a race against time as you jump the trails of many other fallen racers who have died before you. How many diamonds can you grab on this hill racing run?!? Don't let greed get the best of you though, if you waste too much time you'll spend the rest of your days pushin' up daisies with the Reaper.
This game has hours of challenging racing fun with 25 levels and 10 different dirt bike upgrades. If you get stuck, grab some rocket boost power-ups to fly your motorcycle through the skies! Game Center for high scores - see how fast you can race these hills.
Get your dirt bike race on for FREE now!"
53423,"1. bet on 3  
2. 6 pack of cards  
3. collect 750 coins per 4 hours  
4. watch videos to gain 1000 coins  
5. compare on Google Play Leaderboards  
6. complete achievements","1. Play BlackJack 21.
2. Bet on 3.
3. Use a 6 pack of cards.
4. Collect 750 coins per 4 hours.
5. Watch videos to gain 1000 coins.
6. Compare on Google Play Leaderboards.
7. Complete achievements.","Welcome in our free weed casino. Just roll another blunt, feel free with pipe or water pipe experience.
Relax and sit down.
BlackJack 21 is one of the most popular cards game.
Win more and more coins. Be the richest player in this ganja casino using Google Play Games Leaderboard.
Make achievements, can you make it all?
In Weed BlackJack 21 you can:
★ bet on 3
★ 6 pack of cards
★ collect 750 coins per 4 hours
★ watch videos to gain 1000 coins
★ compare on Google Play Leaderboards
★ complete achievements"
53798,"1. Improve hunting jungle birds skills.  
2. Hunt various birds in the game.  
3. Select the bird to hunt.  
4. Hunt birds within time limit.","1. Hunt various birds during game play.  
2. Select birds from options like Eagle, Duck, Crow, Seagull, Sparrow, pigeon.  
3. Hunt birds within time limit.","World's Most Favorite Hunting Jungle Birds Game ""Birds Hunter 2017"" brings real birds hunting experience to you. Play Birds Hunter 2017 for improving your hunting jungle birds skills in the jungle. You Birds Hunter 2017 you can Hunt various birds during playing the game. You can select the bird from Eagle, Duck, Crow, Seagull, Sparrow, pigeon and hunt them within time limit.

Privacy Policy :-
We do not collect any personal user information for our use or any of our partners.
Details can be checked from here:
http://www.gunfiregamesstudio.com/privacy.html"
53799,"1. Play the role of a superb shot technology elite killer.  
2. Face fully armed murderous terrorists.  
3. Choose from 5 different game modes.  
4. Use 13 different maps.  
5. Use different types of weapons and guns.","1. Play as a technology elite killer in a 3D FPS game.  
2. Engage with fully armed terrorists in intense combat.  
3. Choose from 5 different game modes.  
4. Experience high-definition (HD) and stunning 3D console-like graphics.  
5. Explore 13 different maps.  
6. Use a variety of weapons and guns.","""The Sniper in War"" 3D FPS game. In the game you play the role of a superb shot technology elite killer.You will be faced with fully armed murderous terrorists,they are heinous, with little attentionyou will be killed by them.Key Features:
- 5 different game modes to choose from.
- Graphics HD.
- Stunning 3D Console like graphics.
- 13 different maps.
- Different type of weapons and guns.Download this game now!"
53887,"1. Zoom and Rotate the 3d model.  
2. Take apart to understand the anatomy.  
3. Make layers or objects Glassy to see through.  
4. Label or Title every object or layer.  
5. Analyse feature for special focus on a specific part.  
6. Snap feature to save the 3D or AR model image.  
7. Pen tool to draw or pin specific parts of the Model.  
8. AR button to bring the model to real life via camera marker.","1. Zoom and rotate the 3D model.  
2. Take apart the model for better anatomy understanding.  
3. Make each layer or object glassy to see through.  
4. Label or title every object or layer.  
5. Analyze feature for educators to focus on specific parts.  
6. Snap feature to save and share images of the model.  
7. Pen tool to draw or pin specific parts of the model.  
8. AR button to bring the model into real life using a marker.","Hypermetropic Eye 3D - Key Features :
1) You can Zoom and Rotate the 3d model.
2) Take apart to understand the anatomy better.
3) Each layer or object can be made Glassy to see through.
4) Label or Title every object or layer.
5) Analyse feature allows educators for show special focus on a specific part.
6) Snap feature allow you to save the image of the 3D or augmented reality model. This image can be used for your next project or learning. Share or upload or print the images to showcase it to your friends.
7) Pen tool allows teachers to draw or pin specific parts of the Model.
8) The AR button allows you to bring the model from virtual world to real life situation by placing the camera on a marker."
54205,"1. Weather station  
2. Directory of shops, hotels, restaurants and services  
3. The plan of the village  
4. The calendar of events and entertainment  
5. Buy your ski pass directly from the application  
6. Place hiking, mountain biking and racing in nature  
7. Using GPS, the patterns and function MyRun  
8. Access to many activities including summer tobogganing, skating rink, swimming pool, lifts, buses, climbing, fitness, sauna, steam room","1. Provide weather station updates.
2. Display directory of shops, hotels, restaurants, and services.
3. Show the plan of the village.
4. Display the calendar of events and entertainment.
5. Buy ski passes directly.
6. Provide hiking, mountain biking, and racing patterns using GPS.
7. Offer MyRun function for summer activities.
8. Access summer activities like tobogganing, skating, swimming, lifts, buses, climbing, fitness, sauna, and steam room.","Discover this new application joins the range of applications that you can use in Megève. 

This application provides many services to make your ski days: 
- Weather station 
- Directory of shops, hotels, restaurants and services 
- The plan of the village 
- The calendar of events and entertainment ... 

You can also buy your ski pass directly from the application. 

To discover Megève summer: 
Place hiking, mountain biking and racing in nature! Using GPS, the patterns and function MyRun, this application becomes your best companion escaped summer. And remember the good skipass gives access to many activities including summer tobogganing, skating rink, swimming pool, lifts, buses, climbing, fitness, sauna, steam room .. . 7 days 25 Euros / 47 Euros and child / adult. 

Warning: Continued use of GPS in the background can decrease dramaticly the battery life"
54309,"1. Deliver luxury cars.  
2. Load a car on a trailer.  
3. Drive cargo transporter.  
4. Reach final destinations.  
5. Respect time clock.","1. Deliver luxury cars to various locations.  
2. Load a car on a trailer.  
3. Drive a cargo transporter towards destinations.","Attention! We are looking for a experienced city truck cargo driver. These experienced truck drivers need to be specialized in city truck cargo deliveries. Your job description is to deliver luxury cars to various locations in the big city. If you transport these luxury vehicles then the city truck cargo driver needs to do the loading a car on a trailer part. Please be warned because loading a car on a trailer is not easy. The trailer truck driver needs to very careful not to scratch or damage these luxury cars. Are you the city truck cargo driver that can do the loading a car on a trailer part?

As a city truck cargo driver you need to drive your cargo transporter towards various final destinations in the big city. Please mention the time clock because time is of the essence in these cargo truck games."
54335,"1. Fight monsters  
2. Level up your character  
3. Collect magics  
4. Collect weapons  
5. Collect armor  
6. Swipe your screen  
7. Find a match  
8. Attack quickly  
9. Survive  
10. Puzzle game","1. Fight monsters  
2. Level up character  
3. Collect magics  
4. Collect weapons and armor  
5. Swipe screen  
6. Play a puzzle game  
7. Defeat unique enemies  
8. Master magics  
9. Collect weapons  
10. Collect armor","A unique Match-3 Game with a touch of RPG.
Match & Magic is a Unique Match3 Game with a touch of RPG

Fight monsters, Level up your character, collect magics, weapons and armor, and swipe your screen! In this Puzzle game you'll be tested on how quick to find a match, as there are no convoluted goals, just attack quickly and survive.

Match & Magic will be a fun experience whether you are a casual gamer, or a RPG gamer!

Grab it now!

FEATURES:
● 15 Unique enemy to defeats, and growing!!
● 12 Magics to master, each 6 weapon and armor to collect!!
● Colorful Graphics and Spectacular Magic FX
What's New in the Latest Version 1.0.2
Last updated on Apr 12, 2016"
