Index,Functions extracted by manual,Functions extracted by ChatGPT,App Description
46157,"1. Fly  
2. Dodge  
3. Collect coins  
4. Get high score","1. Fly in the app  
2. Dodge obstacles  
3. Collect coins  
4. Get a high score","Fly, dodge, and collect coins to get the high score!"
46282,"1. Cruise through streets  
2. Tilt to steer  
3. Avoid old school cars and bikes  
4. Get the highest score","1. Tilt to steer in the game.  
2. Avoid other cars and bikes.  
3. Compete for the highest score.","Cruise through the streets on your harley tilt to steer, avoid other old school cars and bikes. Can you get the highest score? In this addictive motorbike Game."
46510,"1. Play games to support learning  
2. Remember what you’ve learned in class  
3. Prepare for tests and exams  
4. Set topics as a teacher  
5. Play in games of your choosing  
6. Create your own topics to learn  
7. View your personal progress  
8. Manage zondle classes as a teacher  
9. View progress with the zondle Gradebook","1. Play games to support learning.  
2. Prepare for tests and exams.  
3. Choose games for different topics.  
4. Create personalized learning topics.  
5. View personal progress.  
6. Manage classes and view progress with the zondle Gradebook.","The zondle app allows you to play games anywhere to support your learning, to help you remember what you’ve learned in class and to prepare for tests and exams.

Teachers create and set topics on the zondle website (www.zondle.com) for you to play in games of your choosing (in this app or on the web).

You can also use the zondle website to create your own topics to match exactly what you want to learn, or to view your personal progress.

Teachers can also use the zondle website to manage their zondle classes and view progress (with the zondle Gradebook).

zondle is FREE and always will be.

Thank you for using zondle!"
46828,"1. Play in Daily World Tournament  
2. Challenge friends from Facebook or Google Plus  
3. Train with single player mode  
4. Use innovative Game Pad Keyboard  
5. Earn bonuses and achievements  
6. Play multiplayer mode with 3 rounds  
7. Determine winner based on highest score","1. Play against all Jungle’s players in the ""Daily World Tournament.""
2. Challenge friends from Facebook or Google Plus.
3. Train with single player mode.
4. Use the innovative ""Game Pad Keyboard.""
5. Unlock bonuses and achievements with correct letters and words.
6. Participate in multiplayer mode with 3-round matches.
7. Compete to achieve the highest score in multiplayer mode.","Jungle is challenging you to be the fastest writer ever.
You will play against all Jungle’s players in the “Daily World Tournament”, and you can challenge your friends (from Facebook or Google Plus) one at a time or train yourself with the single player mode.
The game rules are really simple: write as much words as possible with the innovative “Game Pad Keyboard”: a long series of correct letters and words will unlock you bonuses and achievements.
Multiplayer mode it’s easy: every match is formed by 3 rounds, the player with the highest score is the winner!"
46970,"1. Shows population of each U.S. State.  
2. Tap on a location to show zip code population.  
3. Select a location to view population compared to containing geography.  
4. View population as a pie-chart.","1. Show population of each U.S. State.  
2. Display population of selected zip code.  
3. View population comparison as a pie-chart.","Shows population of each U.S. State. User can tap on a location on the map to show the population (as per 2010 census) of the zip code containing the selected location. User can select a location to view the population compared to the containing geography, as a pie-chart."
47391,"1. Provide information on places of interest.  
2. Recommend what to see.  
3. Suggest where to stay.  
4. Guide where to taste local cuisine.  
5. Highlight main cultural attractions.  
6. Offer travel directions between cities.  
7. Overview marked hiking and biking trails.  
8. Plan walks, hiking, or biking.  
9. Locate nearby viewpoints.  
10. Include SOS menu for personal safety.  
11. Support multiple languages (Croatian, Montenegrin, English, Italian, German, French).","1. Provide information on places of interest.  
2. Offer guidance on where to stay.  
3. Suggest locations to taste local cuisine.  
4. Highlight main cultural attractions.  
5. Facilitate travel between cities.  
6. Provide an overview of hiking and biking trails.  
7. Enable planning walks, hiking, and biking.  
8. Offer nearby viewpoint information.  
9. Include an SOS menu for personal safety.","Adriatic Adventure application is designed for tourists and visitors to the coastal region of Montenegro and Dubrovnik-Neretva County of the Republic of Croatia. Information on how to complete your vacation on the coast with a trip to the mountains and experience the southern Adriatic Sea from the heights is provided in this application.

Adriatic Adventure application offers information on places of interest: what to see, where to stay, where to taste the local cuisine, which are the main cultural attractions and how to travel from one city to another.

Adriatic Adventure application provides an overview of marked hiking and biking trails, providing opportunities for planning walks, hiking, biking or just going out to nearby viewpoints to enjoy the view.
SOS menu is also included in the application. Each user is encouraged to fill in the required information for the purpose of personal safety.

Adriatic Adventure application is available in 6 languages : Croatian, Montenegrin, English, Italian, German and French."
47465,"1. Provide insight into immigration programs.
2. Give information about eligibility criteria.
3. Provide details on visa requirements.
4. Share processing time information.
5. Explain everything about immigration programs.
6. Keep updated with changes in immigration systems.","1. Provide insight into immigration programs for Canada and Australia.  
2. Offer complete information about designated visa, including eligibility criteria.  
3. Inform about visa requirements and processing time.  
4. Update users on changes in the Canadian and Australian immigration system.","Which visa type suits me best? What are the requirements of the visa? How much time will visa take to process?
Are these questions whirling in your mind? If yes, then, go through the Migration Pool application to get your questions answered. Migration Pool is a mobile application designed and developed by Immigration Overseas, to provide you an insight into different economic and family sponsorship immigration programs in the context of Canada and Australia.
This mobile application carries complete information about a designated visa, from eligibility criteria, requirements to processing time, and everything in between, which makes you understand your immigration programs comprehensively. Further, it keeps you updated with the latest changes brought in the Canadian and Australian immigration system."
47539,"1. Tap to throw snowballs  
2. Stop the snowmen  
3. Collect power-ups  
4. Aim for the local high score  
5. Compete for the top of the Online Leaderboard","1. Throw snowballs and stop snowmen.  
2. Collect power-ups.  
3. Compete for local high score.  
4. Compete for online leaderboard.","Snowball is a free-to-play game that spawned from a quick idea for Holiday fun for all ages.

Tap to throw snowballs and stop the snowmen!

Collect power-ups and aim for the local high score, or compete for the top of our Online Leaderboard.

We humbly thank you for playing (and hopefully rating) our first game!

We take feedback seriously so please leave all and plenty below! Thanks!"
47618,"1. Trace letters and write numbers  
2. Read traced letters in five languages  
3. Select displayed letters and tracing accuracy  
4. Color trace in red if wrong  
5. Upload trace to facebook  
6. Show tracing direction with arrows  
7. Support upper case, lower case, numbers, cursive letters, and shapes","1. Trace letters and write numbers.  
2. Read letters in five languages.  
3. Select displayed letters.  
4. Adjust trace accuracy level.  
5. Color wrong traces in red.  
6. Upload traces to Facebook.  
7. Show tracing directions with arrows.  
8. Provide uppercase, lowercase, numbers, cursive letters, and shapes.","Teach your kids to trace letters and write numbers. If the trace is good, the phone will read the letter in five different languages: English, Italian, German, Spanish or French depending on your choice. Latest version also provides options to select which letters should be displayed and the level of accuracy needed to trace the letter. The trace is colored in red if it is wrong. Learning Letters tracing is very easy with this app and you can also upload your trace to facebook to show how clever you have been! Every letter or number has arrows to show the right direction to trace. There are upper case, lower case, numbers, cursive letters and shapes."
47630,"1. Travel as a Super Brick  
2. Get as many points as you can  
3. Beat friends highscores","1. Travel along an amazing world as a Super Brick.  
2. Get points in the game.  
3. Beat friends' high scores.","Super Brick 1.1.2 APK description
Travel along this amazing world as a Super Brick and get as many points you can and beat your friends highscores.

This game is in early stages, so expect many updates to come."
47747,"1. Submit requests for service  
2. Ask questions  
3. Visit various websites  
4. Leave comments or suggestions  
5. Receive notification of status change  
6. Receive notification of work order completion","1. Submit requests for service  
2. Ask questions  
3. Visit various websites  
4. Leave comments or suggestions  
5. Receive notification of status change  
6. Receive notification of work order completion","Canton Kiosk 311 is the official mobile application for the Town of Canton. This mobile app enables residents to quickly submit requests for service, ask questions, visit various websites, or leave comments or suggestions for Municipal Departments. Service requests are routed directly to the appropriate department for action and registered users will receive notification of a status change and work order completion.

Load this application on your smartphone and stay connected with Canton."
47856,"1. Operate car and tanks by tilting the terminal.  
2. Control helicopter with tilt for roll, pitch, and yaw.  
3. Reset sensor if attitude does not match.  
4. Direct terminal to enemy direction.  
5. Adjust sight to enemy by tilting.  
6. Launch image-guided missiles by tilting.  
7. Launch laser-guided missiles by tapping screen.  
8. Induce missiles by sighting toward enemy.","1. Operate car and tanks by tilting the terminal.  
2. Control helicopter using handle roll, pitch, and yaw.  
3. Reset sensor to match current attitude.  
4. Adjust sight to enemy by tilting the terminal.  
5. Direct terminal to enemy direction for missile guidance.  
6. Launch image-guided missile by tilting the terminal.  
7. Induce laser-guided missiles by tapping the screen.","Currently available vehicle 'car, tank, helicopter' is three.
As in the car handle, if tilted the terminal you will be able to operate the car and tanks.
Helicopter is tilted as handle roll, when tilted forward pitch, supports the yaw movement when the operation overlooking the left and right.
Reset is possible the sensor if it does not match with his now attitude.
You can direct the terminal to the enemy direction, it is possible to adjust the sight to the enemy by or tilted.
It also directed to the enemy direction by tilting the terminal after the launch image-guided missile.
Laser-guided missiles you can tap the screen, is inducible by continuing towards the sighting to the enemy."
47894,"1. Stay up-to-date with the latest program information  
2. Receive real-time notifications about scheduled sessions  
3. Receive real-time notifications about program changes  
4. Receive real-time notifications about Twitter updates  
5. Create own schedules  
6. View area maps  
7. View exhibitor info  
8. Browse speaker profiles  
9. Access links to area attractions  
10. Access travel information","1. Stay updated with the latest program information.  
2. Receive real-time notifications about scheduled sessions.  
3. Receive real-time notifications about program changes.  
4. Receive real-time notifications about Twitter updates.  
5. Create their own schedules.  
6. View area maps and exhibitor info.  
7. Browse speaker profiles.  
8. Access links to area attractions.  
9. Access links to travel information.","The 2015 Legal Conference mobile app, powered by Gather Digital, will allow conference attendees to stay up-to-date with the latest program information and receive real-time notifications about their scheduled sessions, program changes, and Twitter updates. Users will also be able to create their own schedules, view area maps and exhibitor info and browse speaker profiles. Links to area attractions and travel information will allow attendees to plan their trips with ease. Download this free app and get all the latest info in the palm of your hands!"
48011,"1. manage subjects  
2. track marks  
3. manage homeworks  
4. schedule exams  
5. keep notes","1. Manage subjects  
2. Track marks  
3. Monitor homeworks  
4. Organize exams  
5. Store notes","PUPIL MARKS is a program, which should have every pupil. How often did you forget your marks, average or your homeworks or even date of your exams? The program help you in:
- subjects
- marks
- homeworks
- exams
- notes
..."
48307,"1. Give key financial information  
2. Access business and personal accountancy facts  
3. Access dates  
4. Access calculators  
5. Get latest news in real time","1. Access financial information
2. View business and personal accountancy details
3. Use calculators
4. Get real-time news updates
5. Receive professional advice and guidance","This powerful App has been developed by the team at Accounting Direct Plus to give you key financial information at your fingertips, 24/7.

Now you can have instant access to your latest business and personal accountancy facts, dates and calculators. Using the latest technology, the ‘News’ section will be updated directly by us, so you get the very latest news, views and offers from Accounting Direct Plus - in real time, all through your App.

It’s designed to be a super helpful place to get handy information whenever you need it. Our team is always on hand to provide professional, personal advice and guidance.

As a proactive, forward thinking firm of accountants we wanted to reach out to you in a modern, time effective way. Enjoy, with our compliments!"
48309,"1. Give key financial information at your fingertips  
2. Provide instant access to latest business accountancy facts  
3. Provide instant access to latest personal accountancy facts  
4. Provide instant access to latest dates  
5. Provide instant access to latest calculators  
6. Update the ‘News’ section directly  
7. Deliver latest news, views and offers in real time","1. Access key financial information  
2. View latest business and personal accountancy facts  
3. Check dates and use calculators  
4. Get real-time news updates  
5. Receive news, views, and offers from the FA92 Group","This powerful App has been developed by the team at the FA92 Group to give you key financial information at your fingertips, 24/7.

Now you can have instant access to your latest business and personal accountancy facts, dates and calculators. Using the latest technology, the ‘News’ section will be updated directly by us, so you get the very latest news, views and offers from the FA92 Group - in real time, all through your App.

It’s designed to be a super helpful place to get handy information whenever you need it. Our team is always on hand to provide professional, personal advice and guidance.

Enjoy, with our compliments!"
48403,"1. General introduction to LITA 313  
2. Getting ready to read  
3. Continue getting ready to read  
4. Developing phonemic awareness","1. General introduction to LITA 313  
2. Getting ready to read  
3. Developing phonemic awareness","TAPP LITA313 ENG1 1.0 APK description
In this Tapp (Teaching App) the following content will be covered:
- General introduction to LITA 313
- Getting ready to read
- Getting ready to read (continue)
- Developing phonemic awareness"
48836,"1. Translate words from Arabic to German  
2. Translate words from German to Arabic  
3. Works without Internet connection  
4. Contains medical dictionary  
5. Contains legal dictionary  
6. Contains automotive engineering dictionary","1. Translate words from Arabic to German  
2. Translate words from German to Arabic  
3. Provide a medical dictionary  
4. Provide a legal dictionary  
5. Provide a Dictionary of Automotive Engineering","A German-Arabic dictionary and a German-Arabic dictionary allows you to translate words from Arabic to German and vice versa without having to connect to the Internet and free.

The application features the following features:
- Contains more than 250 thousand different words in addition to the full medical dictionary and the legal dictionary and the Dictionary of Automotive Engineering
- Works without the need for Internet
- Simple and easy to use
- Translation (giving meanings) words from Arabic to German
- Translation (giving meanings) words from German to Arabic"
48897,"1. Talking function on any words  
2. Fun ways to learn new word  
3. Arranged in many categories  
4. Nice looking picture, easy to remember  
5. Can be used offline","1. Learn new words in a fun way.  
2. Categorize words for easy learning.  
3. Offer a talking function for any word.  
4. Display nice-looking pictures for easy memory.  
5. Allow offline usage.","** 3 in 1 Dictionaries **
The <strong>Khmer Thai German Picture Dictionary</strong> is the best app for you, And especially for your kids to understand each words easily with picture and talking function come with 3 languages Khmer Thai German. 

<strong>Features:</strong>

✔ Fun Ways to Learn New Word
✔ Arranged in Many Categories 
✔ Talking Function on Any Words 
✔ Nice Looking Picture, Easy to Remember
✔ Can Be Used Offline"
48932,"1. Aim and Shoot the enemy tanks.  
2. Smart rockets which bounces of the objects.  
3. Only explodes on enemy tank.  
4. Every level targeting the enemy becomes difficult.  
5. Play for long hours without getting bored.","1. Aim and shoot enemy tanks.  
2. Fire smart rockets that bounce off objects.  
3. Rockets explode only on enemy tanks.  
4. Difficulty increases with each level.  
5. Play for long hours without boredom.","Aim and Shoot the enemy tanks who are hiding and makes it difficult for you to target.
Smart rockets which bounces of the objects and only explodes on enemy tank. Every level targeting the enemy becomes difficult making game very interesting. Play for long hours without getting bored."
49423,1. contain description of chemical elements,1. Describe chemical elements.,The annex contains a description of the chemical elements.
49597,"1. Play as different characters  
2. Unlock every member  
3. Jump on pelars  
4. Collect yellow gems  
5. Avoid falling between pelars  
6. Avoid touching pelars coming from the top","1. Play as different characters based on Faze Clan.  
2. Unlock members by jumping on pelars.  
3. Collect yellow gems.  
4. Avoid falling between pelars.  
5. Avoid touching pelars coming from the top.","This is a game created for the fans of FaZe Clan and also everyone who likes small, fun and slightly addictive games!

You can play as different characters that are based on the Faze Clan!
Try to unlock every member by jumping on pelars and collecting yellow gems but also avoiding falling between the pelars or touching the pelars coming from the top!

Good Luck!"
50074,"1. Drive inter city train  
2. Enjoy train driver duty  
3. Witness real train racing simulator  
4. Metro train 3d driving sim","1. Drive inter-city train.  
2. Enjoy train driver duty.  
3. Witness real train racing simulator.  
4. Experience metro train 3D driving sim.","Fast Train 2016 3D
Drive inter city train & enjoy train driver duty free game with full zeel & zest
Witness the real train racing simulator and metro train 3d driving sim from the best of simulation games and railroad games"
50124,"1. Infuse exciting Platform gaming and learning.  
2. Practice and improve your Math.  
3. Defeat the zombies.  
4. Collect Time Gems.  
5. Battle the Zombies Bosses.  
6. Improve addition, subtraction, division, and multiplication.  
7. Suitable for First, Second, Third grade.  
8. Put Math Skills to work.  
9. Destroy all Zombies.  
10. Unlock all 9 levels.","1. Practice and improve math skills  
2. Defeat zombies using math  
3. Collect time gems in the game  
4. Battle zombie bosses  
5. Improve addition, subtraction, division, and multiplication  
6. Unlock all 9 levels  
7. Engage in platform gaming and learning","The one and only Classic game that infuses exciting Platform gaming and learning! Practice and improve your Math to defeat the zombies. Collect Time Gems to battle the Zombies Bosses. A Must-Have game for the children to have wholesome fun and learning at the same time! Improve your addition, subtraction, division and multiplication. Suitable for First grade, Second grade, Third grade. So, put your Math Skills to work and destroy all Zombies and unlock all 9 levels!"
50154,"1. Fast-paced running.  
2. Requires reflex competences.  
3. Requires aiming competences.","1. Running gameplay with fast-paced action  
2. Requires reflex and aiming skills",Running wisp is a fast paced runner that requires reflex and aiming competences unlike any other.
50178,"1. Download Islamic ringtones mp3  
2. Provide Halal Islamic songs  
3. Offer popular Islamic songs offline  
4. Provide Douaa islam mp3  
5. Offer Arabic Nasheed collection  
6. Provide Islamic songs supplications  
7. Offer Amdah Nabawya  
8. Provide Ramadan Ringtones  
9. Offer voices of athan (adhan.azan, adan)","1. Download Islamic ringtones mp3.  
2. Access Halal Islamic songs.  
3. Play offline Islamic songs.  
4. Listen to Douaa islam mp3.  
5. Enjoy Arabic Nasheed collection.  
6. Access Islamic songs supplications.  
7. Play Amdah Nabawya.  
8. Listen to Ramadan Ringtones.  
9. Play most beautiful voices of athan (adhan/azan/adan).","Assalamu’alaikum warahmatullahi wabarakatuh (السَّلاَمُ عَلَيْكُمْ وَرَحْمَةُ اللهِ وَبَرَكَاتُهُ )!
We have the pleasure to present for you, the best application of latest and top Islamic ringtones mp3 for mobile and tablet, free download for Android made for all Muslims from all over the world.
To remember your God (Allah) and to stay in touch with your religion, you need to download beautiful Halal Islamic songs, feel always the presence of Allah when your phone is ringing.
This app was created for you and for your kids, popular Islamic songs offline (Islam Ringtones, New Islamic sounds, Islamic Tones) without internet are chosen in order to satisfy you and your family with Douaa islam mp3, Arabic Nasheed collection (Islamic Anachid, Anachid dinia), Islamic songs supplications, Amdah Nabawya, Ramadan Ringtones 1437, Most beautiful voices of athan (adhan.azan, adan) and more."
50228,"1. Perform death-defying motor stunts  
2. Crash into walls  
3. Create traffic pile-ups  
4. Share the fun  
5. Experience flinch-inducing crash physics  
6. Hear crunchy sound effects  
7. Use multiple vehicles  
8. Explore multiple levels  
9. Face various obstacle types  
10. Interact with characters","1. Perform motor stunts  
2. Crash into walls  
3. Create traffic pile-ups  
4. Share content  
5. Experience flinch-inducing crash physics  
6. Enjoy crunchy sound effects  
7. Choose from multiple vehicles  
8. Play across multiple levels  
9. Interact with various obstacle types  
10. Engage with different characters","The legendary crash simulator is now on Google Play!
Perform death-defying motor stunts, crash into walls, create traffic pile-ups of epic scale - and share the fun!
FEATURES:
* Flinch-inducing crash physics
* Crunchy sound effects
* Multiple vehicles: cars, trucks, construction vehicles, a skateboard...
* Multiple levels, obstacle types and characters"
50295,"1. Protect against enemies  
2. Overcome new levels  
3. Keyboard support","1. Protect against enemies  
2. Overcome levels  
3. Support for keyboard","You are lonely bacteria in a dangerous bacterium macrocosm. Protect yourself against various enemies and overcome new and new levels.

- For All Ages (Kids, Teens, College, Adult)
- KEYBOARD support!"
51171,"- Golf in topographically diverse settings
- Dramatic routing through maple sugar bush
- Crossing lakes, streams and wetlands
- Skirting granite cliffs and rock outcroppings
- Unique settings for each of 18 holes
- Private, pristine domain on every hole","1. Play golf in diverse settings.  
2. Cross lakes, streams, and wetlands.  
3. Skirt granite cliffs and rock outcroppings.  
4. Experience secluded golf holes.  
5. Enjoy private, pristine domains on every hole.","Featuring one of the most topographically diverse and spectacular settings for golf in Canada, Seguin Valley’s dramatic routing cuts through a onetime maple sugar bush—now also rich with pine, beech and oak trees—crossing lakes, streams and lush wetlands, and skirting granite cliffs and rock outcroppings.
Designed by David Moote and Ted George, Seguin’s layout covers nearly 400 acres of an 890-acre slice of Central Ontario wilderness just south of Parry Sound. Each of the 18 holes provides a unique, purposely secluded setting, with no parallel fairways, ensuring golfers a private, pristine domain on every hole."
51540,"1. Scroll through loyalty punch card.
2. Peruse the menu and entertainment.
3. See what's happening.
4. Check out the calendar fun.
5. Track specials and new offers.
6. Enjoy exclusive app-only offers.","1. View loyalty punch card  
2. Browse menu and entertainment  
3. Check calendar for events  
4. Track themed parties and contests  
5. Participate in trivia and live entertainment  
6. Monitor specials and new offers  
7. Play billiards  
8. Enjoy pub drinks and dining  
9. Access exclusive app-only offers","Download the app for The Mill and start saving today. Scroll through for your loyalty punch card, peruse the menu and entertainment, and see what’s happening. Check out the calendar fun that ranges from themed parties and contests to charitable events, trivia and live entertainment. Enjoy some icy craft beer, delicious food from sandwiches to steaks and an amazing atmosphere. The Mill’s food is all homemade, locally sourced and seasonal so keep track of the specials and new offers from your mobile device. Drop in to play some billiards, enjoy pub drinks and dining at its best while saving money with your exclusive app-only offers from The Mill.
The Mill app provides:"
51631,"1. Create new burger recipes  
2. Share recipes with friends","1. Create burger recipes  
2. Share recipes with friends","Feeling hungry? Welcome to this crazy burger mania!

Whenever it comes burger, it is either beef or chicken generally. But what if one feels like having a veggie burger, or a midnight moonshine? No other way to show your burger love but to create some new recipes and share it with friends.

UnitM is dedicated to bring the best kids games on store. This game is a part of our Cooking Games series and more are on their way!"
51910,"1. Learn specific moves like the handstand, human flag and the planche.  
2. Learn new moves.  
3. Add new bodyweight workout tutorials weekly.  
4. Share achievements on social media.  
5. Unlock potential.","1. Learn specific bodyweight workout moves like handstand, human flag, and planche.  
2. Access new bodyweight workout tutorials weekly.  
3. Share achievements on social media.","The world is a gym. With Next Level app anyone can learn to work out anywhere – like those guys in action movies.

We are working on a totally new workout application designed especially for cool bodyweight sports like calisthenics, street workout, pole dance, parkour, freerunning, breakdance, tricking and gymnastics.

By using Next Level app, you can learn specific moves like the handstand, human flag and the planche. We are adding new bodyweight workout tutorials weekly. Learn new moves, be proud and share your achievements on social media.

Try out Next Level app and unlock your potential!"
51947,"1. Shop electronic to fashion  
2. Recharge your mobile  
3. Book train, flight  
4. Book movie ticket  
5. Buy grocery items  
6. Shop on favorite website  
7. Safe and secure shop","1. Shop for electronic and fashion items.  
2. Recharge mobile devices.  
3. Book train tickets.  
4. Book flight tickets.  
5. Purchase movie tickets.  
6. Buy grocery items.  
7. Access multiple shopping websites.","This small Online Shopping app is an excellent solutions for your daily online shopping in Nigeria.
You haven't to visit all website and install their individual app for shopping.This app includes all popular shopping websites in Nigeria.
You can Shop electronic to fashion, Recharge your mobile , book train,flight through travel websites, movie ticket, buy grocery items and many more.
One Small App- Every solutions for your daily online shopping..
100% SAFE and SECURE and Risk Free way to shop on your favorite website through this app."
52000,"1. Guiding visitors through the exhibition ""Antiquorum Habet"".  
2. Providing access to documents and publications.  
3. Showing pilgrims' journeys and history of jubilee celebrations.  
4. Displaying old and modern manuscripts and printed books.  
5. Showing engravings, newspapers, and magazines.  
6. Presenting photographs from Senate book and document collections.  
7. Displaying material from the Vatican Library.  
8. Showing items from the Museum of the National Mint and Printing Institute.  
9. Accessing documents not in the physical exhibition.  
10. Arranging content in a variety of itineraries.  
11. Providing detailed information and fact-sheets.","1. Navigate through exhibition ""Antiquorum Habet"".
2. View documents and publications on jubilee celebrations.
3. Explore history of four Papal Basilicas.
4. Access old and modern manuscripts, printed books, engravings, newspapers, and magazines.
5. Browse photographs from Senate book and document collections.
6. Access material from Vatican Library, National Mint and Printing Institute, and Vatican Philatelic and Numismatic Office.
7. View 1,400 pictures from over 600 sources.
8. Access detailed information and fact-sheets.
9. Explore a variety of exhibition itineraries.
10. Access additional documents not in the physical exhibition.","A multimedia journey through the history of Jubilees. The app originated as a tool guiding visitors through the exhibition ""Antiquorum Habet"", housed in the Senate of the Republic in Rome, in the wonderful setting of the Sala Zuccari in Palazzo Giustiniani on the occasion of the Jubilee of Mercy announced by Pope Francis. The exhibition includes documents and publications relating to the most significant moments of jubilee celebrations, including pilgrims' journeys and the history of the four Papal Basilicas: old and modern manuscripts and printed books, engravings, newspapers and magazines, photographs from Senate book and document collections, plus material borrowed from the Vatican Library, the Museum of the National Mint and Printing Institute, and the Vatican Philatelic and Numismatic Office. 1,400 pictures from over 600 sources are on display, with detailed information and fact-sheets, arranged in a variety of itineraries. The app also gives access to a wealth of documents that, owing to space limitations, could not make it to the physical exhibition."
53177,"1. Get daily line-ups by stage.  
2. Access festival map.  
3. View the official Rebellion photo booth.","1. Get daily line-ups by stage.  
2. Access festival map.  
3. Use official Rebellion photo booth.","Carolina Rebellion OFFICIAL app! Get daily line-ups by stage, festival map & FAQ’s & the official Rebellion photo booth!"
53383,"1. Race opponents to win the prize.  
2. Unlock amazing circuits.  
3. Improve race car to reach the podium.  
4. Become the king of speed.  
5. Become the best car driver.","1. Choose and race favorite cars against opponents.  
2. Unlock and explore amazing racing circuits.  
3. Improve and upgrade race cars for better performance.  
4. Compete to become the #1 car driver and win prizes.","Choose your favorite car and start racing your opponents in order to become the # 1 and win the prize. Get unlock the amazing circuits and improve your race car to reach the podium.
Become the king of speed and the best car driver!
LEGAL NOTICE
Cars Simulator is a free game that contains ads that require Internet connection but do not interfere with the proper functioning of the application."
53419,"1. Fight against red team  
2. Defeat all red team members  
3. Destroy their tower  
4. Protect your tower","1. Join a team (blue team) and fight against an opposing team (red team).  
2. Defeat members of the red team.  
3. Destroy the red team's tower.  
4. Prevent the red team from destroying your tower.","in War Arms you are in the blue team fighting against the red team, you need to defeat all of the red team, but they keep respawning so you need to destroy their tower before they destroy your tower."
53470,"1. Clear your way through unique levels.  
2. Tap the tiles.  
3. Avoid detonating mines.  
4. Display numbers of adjacent mines.  
5. Flag or unflag suspected tiles.  
6. Long press to flag tiles.  
7. Gain points for correctly flagged mines.  
8. Uncover safe tiles to win the game.","1. Clear levels by tapping tiles without detonating mines.  
2. Display numbers indicating adjacent mined tiles.  
3. Flag or unflag suspected mined tiles with a long press.  
4. Gain points for correctly flagged mines, even if losing.  
5. Uncover all safe tiles to win the game.","Get it now and clear your way through 22 unique levels. Tap the tiles, avoid the mines.

Game play:

Clear each level by tapping the tiles without detonating any mines. Numbers display how many adjacent tiles contain mines.

You can flag / unflag tiles you suspect are mined by doing a 'long press'. Even if you lose, you will still gain points for correctly flagged mines.

Uncover all safe tiles and win the game."
53751,"1. Play the training game  
2. Complete the job  
3. Find out information about the solar system  
4. Explore a variety of game modes  
5. Learn about objects that cannot be seen with the naked eye","1. Play the game to learn about the solar system.  
2. Complete jobs to gain knowledge.  
3. Explore a variety of game modes.  
4. Learn about space objects not visible to the naked eye.","Encyclopedia : The solar system is a training game application that allows playing the game and completing the job to find out more information about our solar system . A variety of game modes will help you and your child to easily plunge into the mysterious world of space and learn a lot about objects that can not be seen with the naked eye. Perform a job , gain knowledge and expand the boundaries of their knowledge. Space is waiting for you ."
53794,"1. Provides details for PBS Annual Meeting  
2. Provides details for Technology Conference  
3. Explore PBS conferences and events","1. Explore the PBS Annual Meeting.  
2. Access details for Technology Conference.  
3. View information on additional PBS events.","PBS Conferences & Events 2.7 APK description
From across the US and internationally, PBS conferences and events bring together a diverse group of extraordinary and talented people working in the public media sector: individuals at local PBS stations who make a difference every day in their communities; content producers who create shows that entertain, educate, and inspire; and people from national and international public media organizations who support the efforts of all.

The PBS Conferences & Events App provides all the details you need to explore the PBS Annual Meeting, Technology Conference, and more."
54033,"1. Help the popular stickman Henry.  
2. Smuggle Henry into a criminal gang.  
3. Find the best way to invade the zeppelin.","1. Solve puzzle games to help Henry infiltrate a criminal gang.
2. Find the best way to invade a zeppelin.","Infiltrating the Airship is a funny sequel to Breaking the Bank and Escaping The Prison puzzle games. In Infiltrating the Airship, help the popular stickman Henry one more time. Neither Henry is ableto smuggle himself into a criminal gang above the clouds or he will be put in cuffs again. In Infiltrating the Airship, can you find the best way to invade the zeppelin? Much fun."
54453,"1. Complete brain teasing puzzles  
2. Score points by solving puzzles  
3. Unlock new levels and worlds  
4. Find the best path using the least moves  
5. Bring objects to targets  
6. Earn stars for higher scores  
7. Use stars to unlock new worlds","1. Complete brain teasing puzzles to score points.  
2. Unlock new levels and worlds.  
3. Find the best possible path using the least amount of moves.  
4. Bring all objects to the targets.  
5. Use stars to unlock new and challenging worlds.","Pathimokha is an epic adventure through fantastical worlds and brain teasing levels that twist and turn with every swipe.
Embark on the Pathimokha journey guided by our “mini monk” as he travels from world to world in the ultimate quest to gain spiritual life lessons and eternal enlightenment. Each challenging and beautifully designed world reveals a critical lesson that leads you one step closer to Nirvana.
Complete brain teasing puzzles to score points and unlock new levels and worlds. Find the best possible path using the least amount of moves while bringing all objects to the targets. The more stars you get, the higher your score. Use your stars to unlock new and challenging worlds."
54502,"1. High School Football Coverage  
2. Highlights  
3. Scores  
4. Teams  
5. District Coverage  
6. Rosters  
7. Photo Sharing","1. High school football coverage  
2. View highlights  
3. Check scores  
4. Explore teams  
5. District coverage  
6. View rosters  
7. Share photos","Myhighplains Locker Room is your source for Texas Panhandle sports.
- High School Football Coverage
- Highlights
- Scores
- Teams
- District Coverage
- Rosters
- Photo Sharing"
